time,from,to,message
2020-09-29 13:32:55,lengmo,Shutd0wn,之前用过，可以，可以限制起点和终点，以及能叫什么车，都可以设置，每年全国网安接客户都会用
2020-09-29 13:33:11,lengmo,Shutd0wn,就是这个打车一放开，估计要增加不少成本
2020-09-29 13:33:25,lengmo,Shutd0wn,公司人加起来还是一个月增加不少成本
2020-09-29 22:25:23,Shutd0wn,lengmo,，，，，
2020-09-29 22:25:36,Shutd0wn,lengmo,那还是单点报销比较合适
2020-10-06 01:28:46,lengmo,Shutd0wn,对了，节前奇安信过会成功了么？
2020-10-06 01:39:45,Shutd0wn,lengmo,放到节后了
2020-10-09 10:08:10,lengmo,Shutd0wn,16-17号，全国T Z工作会议在南京开，所有总队长 副总队长 支队长都要去
2020-10-09 10:08:28,lengmo,Shutd0wn,估计一场接待大战
2020-10-09 10:10:42,Shutd0wn,lengmo,你去吗
2020-10-09 10:11:10,lengmo,Shutd0wn,不知道呢，在纠结
2020-10-09 10:12:28,Shutd0wn,lengmo,这得去的吧
2020-10-09 10:12:59,Shutd0wn,lengmo,肯定会有各种事
2020-10-09 10:13:01,lengmo,Shutd0wn,喝不过
2020-10-09 10:13:33,lengmo,Shutd0wn,他们晚上不安排统一吃饭，只有自助餐，可能各种公司安排私下活动
2020-10-09 10:13:52,lengmo,Shutd0wn,不然总队长 副总在南京晚上干啥，肯定估计各种活动
2020-10-09 10:14:05,lengmo,Shutd0wn,和那年苏州一样
2020-10-09 10:14:21,Shutd0wn,lengmo,嗯
2020-10-09 10:16:14,Shutd0wn,lengmo,你看吧，要不要多几个人去
2020-10-09 10:16:43,Shutd0wn,lengmo,16号南京办的人也都回去了
2020-10-09 10:17:39,lengmo,Shutd0wn,技术肯定不合适
2020-10-09 10:17:43,lengmo,Shutd0wn,有的省晚上要是没公司安排，会不会有点尴尬
2020-10-09 10:17:47,lengmo,Shutd0wn,[Grin][Grin]
2020-10-09 10:18:10,lengmo,Shutd0wn,有的省没人安排，都是在酒店或者跟着其他省去蹭，有点尴尬
2020-10-09 10:18:11,Shutd0wn,lengmo,销售部抽几个人
2020-10-09 10:18:13,Shutd0wn,lengmo,市场部也行
2020-10-09 10:18:40,Shutd0wn,lengmo,这么看应该主要是16号晚上
2020-10-09 10:18:59,lengmo,Shutd0wn,估计和苏州一样，每天晚上都是各个公司抢各个地方的客户
2020-10-09 10:19:00,Shutd0wn,lengmo,安排二场坐一坐
2020-10-09 10:19:17,lengmo,Shutd0wn,估计酒店自助餐都不会去吃的吧
2020-10-09 10:19:23,lengmo,Shutd0wn,肯定晚上都有活动了
2020-10-09 10:19:25,Shutd0wn,lengmo,嗯
2020-10-09 10:19:41,Shutd0wn,lengmo,海天盛筵
2020-10-09 10:19:52,Shutd0wn,lengmo,[Laugh]
2020-10-09 10:20:12,lengmo,Shutd0wn,我刚问了童瀛，说他们不安排，也没法安排，200人
2020-10-09 10:20:30,lengmo,Shutd0wn,他们作为东道主叫谁不叫谁都不好，不如都不安排
2020-10-09 10:20:39,lengmo,Shutd0wn,公司私下对接安排估计
2020-10-09 10:21:13,Shutd0wn,lengmo,嗯，tz这块公司也没几家啊
2020-10-09 10:21:42,lengmo,Shutd0wn,还是那几家吧
2020-10-09 10:21:55,lengmo,Shutd0wn,奇安信 我们 永信 安胜
2020-10-09 10:21:59,Shutd0wn,lengmo,嗯
2020-10-09 10:22:06,Shutd0wn,lengmo,南京本地还有2个
2020-10-09 10:23:42,lengmo,Shutd0wn,那两个基本不做全国
2020-10-10 01:59:06,lengmo,Shutd0wn,GL8 加装个行程记录仪和电视嘛，电视主要我自己用，有时候用车儿子在车上闹，给他看动画片用[Grin]
2020-10-10 02:05:08,Shutd0wn,lengmo,😲
2020-10-10 02:10:25,lengmo,Shutd0wn,有时候周末出去的时候用商务车，时间久了，儿子坐不住，行车记录仪要的，成都到处乱插车，没行车记录仪说不清楚
2020-10-10 02:13:07,Shutd0wn,lengmo,有助理阿姨啊
2020-10-10 02:13:17,lengmo,Shutd0wn,[Awkward][Awkward]
2020-10-10 02:13:32,lengmo,Shutd0wn,不方便
2020-10-10 02:14:14,Shutd0wn,lengmo,项目抓紧啊啊啊啊
2020-10-10 02:15:01,lengmo,Shutd0wn,嗯，今年因为疫情还是有影响，有的预算被砍了
2020-10-10 02:16:22,lengmo,Shutd0wn,南京的项目也不知道啥时候启动，这次去再问问
2020-10-10 02:16:48,Shutd0wn,lengmo,嗯
2020-10-10 02:17:30,lengmo,Shutd0wn,目前有的估计还有 镇江 常州 宿迁和盐城[Facepalm]
2020-10-10 02:18:01,lengmo,Shutd0wn,顺利的话，估计有个2000W 左右
2020-10-10 02:29:31,lengmo,Shutd0wn,那个行车记录仪的事情，我就让司机发申请了哈
2020-10-10 02:31:17,Shutd0wn,lengmo,嗯
2020-10-10 02:31:30,Shutd0wn,lengmo,这个你定就行了啊，没多少钱
2020-10-10 02:31:39,lengmo,Shutd0wn,财务说预算外的，要你批
2020-10-10 02:31:56,Shutd0wn,lengmo,😲
2020-10-10 03:31:22,lengmo,Shutd0wn,
2020-10-10 03:31:59,Shutd0wn,lengmo,他们在新疆放了好多人
2020-10-10 03:32:02,Shutd0wn,lengmo,我们也要放
2020-10-10 03:32:15,lengmo,Shutd0wn,2个市局都是他们大客户
2020-10-10 03:32:22,lengmo,Shutd0wn,估计都是几千万的大系统
2020-10-10 03:32:31,Shutd0wn,lengmo,嗯
2020-10-10 03:33:01,lengmo,Shutd0wn,新疆省厅给的点应该是他们新疆厅的楼里面
2020-10-10 03:33:11,lengmo,Shutd0wn,对于我们来说不太合适
2020-10-10 03:33:21,Shutd0wn,lengmo,对，我以前看到过，2个办公室全是他们的人，做WIFI分析
2020-10-10 03:33:50,lengmo,Shutd0wn,他们新的办公地在监狱旁边
2020-10-10 03:33:55,Shutd0wn,lengmo,看新疆厅具体怎么说啊，还有就是市场情况
2020-10-10 03:33:56,lengmo,Shutd0wn,办公大楼不在市区了
2020-10-10 03:34:03,Shutd0wn,lengmo,我觉得不是不可以
2020-10-10 03:34:13,Shutd0wn,lengmo,看对我们的支持力度
2020-10-10 03:34:21,lengmo,Shutd0wn,回头我问问辛总的意思··看他啥打算
2020-10-10 03:34:55,Shutd0wn,lengmo,嗯
2020-10-10 03:35:13,Shutd0wn,lengmo,如果能做我们头号大客户，那没问题
2020-10-10 03:35:42,lengmo,Shutd0wn,新疆市场需求在··就是看推了
2020-10-10 03:36:17,lengmo,Shutd0wn,他们杨总这次在北京，我见过··之前经侦的总队长，对我们影响不错··毕竟这次新疆过来培训，没收他们钱
2020-10-10 03:37:27,Shutd0wn,lengmo,嗯
2020-10-10 03:37:41,lengmo,Shutd0wn,
2020-10-10 03:37:52,lengmo,Shutd0wn,这次辛也要去南京开会···
2020-10-10 03:38:05,lengmo,Shutd0wn,看看有没有机会聊聊
2020-10-10 03:38:21,Shutd0wn,lengmo,兆物被举报的啊
2020-10-10 03:38:22,Shutd0wn,lengmo,哈哈
2020-10-10 03:38:50,lengmo,Shutd0wn,估计要日了🐶了··
2020-10-10 03:39:16,lengmo,Shutd0wn,在发审会上被否了
2020-10-10 03:39:19,Shutd0wn,lengmo,说实话，公司发展的每一步都不容易
2020-10-10 03:39:34,Shutd0wn,lengmo,就没简单容易的事
2020-10-10 03:39:37,lengmo,Shutd0wn,临门一脚的时候，尴尬了
2020-10-10 03:42:19,lengmo,Shutd0wn,然而据一份地方法院的判决书显示，北京瑞邦存在涉嫌行贿的问题。据福建三明市中级法院的判决书显示，北京瑞邦曾与某地方网络安全支队存在高达千万元的采购业务往来，而北京瑞邦曾向地方公安机关的相关负责人提供高达118.8万元的“赞助费”。
2020-10-10 03:42:57,Shutd0wn,lengmo,[Scowl]
2020-10-10 03:43:12,lengmo,Shutd0wn,http://www.yutainews.com/gzgq/2020/0805/16079.html
2020-10-10 03:43:48,Shutd0wn,lengmo,会不会美亚举报的
2020-10-10 03:43:52,Shutd0wn,lengmo,[Grin]
2020-10-10 03:44:34,lengmo,Shutd0wn,有可能
2020-10-10 03:44:56,lengmo,Shutd0wn,这种事情一般比较隐蔽··肯定行业内的人才知道
2020-10-10 03:45:05,lengmo,Shutd0wn,不是一个系统的，也不会知道
2020-10-10 03:46:44,lengmo,Shutd0wn,这样的话，说明兆物以后上市都够呛了
2020-10-10 03:47:00,lengmo,Shutd0wn,这个问题比较客观存在的··
2020-10-10 03:58:53,Shutd0wn,lengmo,有污点了
2020-10-10 03:59:11,Shutd0wn,lengmo,以后难搞
2020-10-10 03:59:28,lengmo,Shutd0wn,https://finance.sina.com.cn/stock/stockzmt/2020-07-29/doc-iivhvpwx8123040.shtml
2020-10-10 03:59:39,lengmo,Shutd0wn,说很多财务数据对不上··被打脸
2020-10-10 04:00:06,lengmo,Shutd0wn,供应商公布的财报和兆物的对不上·也是尴尬
2020-10-10 04:00:53,Shutd0wn,lengmo,他们这是作假硬上啊
2020-10-10 04:01:34,lengmo,Shutd0wn,哈哈·
2020-10-10 04:01:53,lengmo,Shutd0wn,供应商也是上市公司··两边一对，对不上
2020-10-10 04:03:40,lengmo,Shutd0wn,
2020-10-10 04:04:26,Shutd0wn,lengmo,牛逼
2020-10-10 04:04:30,lengmo,Shutd0wn,友商都是什么玩法··自己公司给自己实验室发个  网络安全领域顶尖信息安全团队
2020-10-11 04:26:42,lengmo,Shutd0wn,我刚在想我们可以参考张瑞东他们的一些市场推广的手段，将安洵学院做起来，我打算招两个专门做培训的，做执行和统筹，然后我们目前可以做的是将TZ一线的人笼在一起，策略就是定期在钉钉群搞一些免费的培训，将全国TZ 的人都集中在群里，这些人的可能都是一线干活的人
2020-10-11 04:27:19,lengmo,Shutd0wn,弄一些在线的免费培训，讲些技术和案件
2020-10-11 04:27:44,lengmo,Shutd0wn,定期还可以邀请行业内的专家去讲[Grin]
2020-10-11 04:29:04,lengmo,Shutd0wn,线上线下联动
2020-10-11 04:29:09,lengmo,Shutd0wn,只针对TZ
2020-10-11 10:33:56,Shutd0wn,lengmo,涉及账号最多、涉案金额最大！江苏徐州警方铲除特大黑产平台
2020-10-11 10:34:12,Shutd0wn,lengmo,这案子我们支撑了吗
2020-10-11 10:34:39,Shutd0wn,lengmo,要得
2020-10-11 10:52:56,lengmo,Shutd0wn,不是
2020-10-11 10:53:21,lengmo,Shutd0wn,安洵学院这个我想了下，还是很大需求
2020-10-11 10:53:26,lengmo,Shutd0wn,做口碑吧
2020-10-11 10:53:33,lengmo,Shutd0wn,一线T Z技术人员
2020-10-13 00:37:49,lengmo,Shutd0wn,我们那个奇安信那边没说啥时候过会么
2020-10-13 00:38:26,Shutd0wn,lengmo,就这几天，昨天我还在和他们讨论材料
2020-10-13 00:39:05,lengmo,Shutd0wn,哦，那这次在南京就不诋毁他们了
2020-10-13 00:39:06,lengmo,Shutd0wn,[Grin][Grin]
2020-10-13 00:39:27,Shutd0wn,lengmo,哈哈哈哈
2020-10-13 00:40:55,lengmo,Shutd0wn,下周一过来喝酒啊
2020-10-13 00:41:12,Shutd0wn,lengmo,嗯，我周一来成都
2020-10-13 00:41:29,lengmo,Shutd0wn,周一晚上喝么？200人火锅大趴
2020-10-13 00:45:48,Shutd0wn,lengmo,[Speechless]
2020-10-13 00:45:57,Shutd0wn,lengmo,我不来
2020-10-13 00:46:12,Shutd0wn,lengmo,对哦，今年的培训开始了
2020-10-13 00:46:17,lengmo,Shutd0wn,晨风里 包场
2020-10-13 00:46:18,Shutd0wn,lengmo,晨风里？
2020-10-13 00:46:31,Shutd0wn,lengmo,晨风里可以
2020-10-13 00:46:33,Shutd0wn,lengmo,方便
2020-10-13 00:46:34,lengmo,Shutd0wn,还请了乐队
2020-10-13 00:47:27,lengmo,Shutd0wn,今年最后一天就不吃饭了，今年改成欢迎晚宴，因为考虑到最后一天有的人中途回去了，或者周五有的走了，所以今年改成第一天，人全些
2020-10-13 01:06:13,Shutd0wn,lengmo,下周培训你问问TB和老何呢，他们要不要刷一刷存在
2020-10-13 01:07:16,lengmo,Shutd0wn,这没问，张瑞东闻到风声还想赞助，说过来讲节课，被我局了，然后说放个易拉宝，我同意了
2020-10-13 01:07:21,lengmo,Shutd0wn,不好意思再拒了
2020-10-13 01:07:34,lengmo,Shutd0wn,我们现在平台做出来了，很多公安都愿意过来讲
2020-10-13 01:08:12,lengmo,Shutd0wn,
2020-10-13 01:49:39,Shutd0wn,lengmo,
2020-10-13 01:49:49,Shutd0wn,lengmo,回电我
2020-10-13 01:56:46,Shutd0wn,lengmo,
2020-10-13 02:14:19,lengmo,Shutd0wn,
2020-10-13 09:10:23,lengmo,Shutd0wn,
2020-10-13 10:51:23,lengmo,Shutd0wn,李顺森竟然在
2020-10-13 10:51:35,lengmo,Shutd0wn,他还在那高重么
2020-10-13 10:53:05,Shutd0wn,lengmo,不清楚
2020-10-14 08:06:23,lengmo,Shutd0wn,76栋那边还有几个空位
2020-10-14 08:06:34,lengmo,Shutd0wn,[Facepalm]
2020-10-14 08:07:16,lengmo,Shutd0wn,明天约了我们定制班和知了堂50多个来面试，估计下周有批量入职的技术
2020-10-14 08:09:24,lengmo,Shutd0wn,坐不下了
2020-10-14 08:09:26,lengmo,Shutd0wn,尴尬
2020-10-14 08:09:35,Shutd0wn,lengmo,挤一挤
2020-10-14 08:10:51,Shutd0wn,lengmo,咱们攻防技术人员尽量保质保量招，1月份根据明年计划再做后续规划
2020-10-14 08:11:23,lengmo,Shutd0wn,嗯，现在还是都上机测试
2020-10-14 08:11:33,lengmo,Shutd0wn,题目做出来的再招
2020-10-17 15:02:29,Shutd0wn,lengmo,昨天南京聚会咋样
2020-10-17 15:02:37,Shutd0wn,lengmo,我和程文在喝酒呢
2020-10-18 00:29:34,lengmo,Shutd0wn,搞惨了
2020-10-18 01:23:24,Shutd0wn,lengmo,[旺柴]
2020-10-18 01:31:39,lengmo,Shutd0wn,你咋会和程文遇上喝酒了
2020-10-18 01:45:53,Shutd0wn,lengmo,他来上海出差
2020-10-18 01:46:17,Shutd0wn,lengmo,昨天他一个人到了，喊我吃个串
2020-10-18 02:20:27,lengmo,Shutd0wn,😯
2020-10-18 03:06:02,lengmo,Shutd0wn,下周要搞全国网安培训，休息一周，要开始搞江苏全省TZ 培训[Facepalm]
2020-10-18 03:06:19,lengmo,Shutd0wn,要搞死人
2020-10-18 04:07:08,Shutd0wn,lengmo,[吃瓜][吃瓜][吃瓜]
2020-10-18 04:07:19,Shutd0wn,lengmo,为人民服务
2020-10-18 04:09:24,lengmo,Shutd0wn,搞不动了
2020-10-18 09:57:34,Shutd0wn,lengmo,
2020-10-18 09:59:59,lengmo,Shutd0wn,
2020-10-18 12:03:24,Shutd0wn,lengmo,
2020-10-18 12:03:35,Shutd0wn,lengmo,
2020-10-18 12:04:49,Shutd0wn,lengmo,有补充的么
2020-10-18 12:05:07,lengmo,Shutd0wn,差不多吧
2020-10-18 12:05:16,lengmo,Shutd0wn,就是团队这块是不是可以量化
2020-10-18 12:05:37,lengmo,Shutd0wn,譬如120人的AP T团队和40多人案件支撑团队
2020-10-18 12:05:45,Shutd0wn,lengmo,嗯，表格是归纳性的，文字描述里会详细说
2020-10-18 12:06:40,Shutd0wn,lengmo,按照这个业务规划方向， 后面肯定要和无糖竞争了
2020-10-18 12:06:41,lengmo,Shutd0wn,嗯
2020-10-18 12:06:54,lengmo,Shutd0wn,都是公安，难免
2020-10-20 01:13:32,lengmo,Shutd0wn,
2020-10-20 01:14:17,Shutd0wn,lengmo,这块奇安信要大力干了
2020-10-20 01:14:54,lengmo,Shutd0wn,还是要靠我们
2020-10-20 01:14:55,lengmo,Shutd0wn,哈哈
2020-10-20 01:15:44,Shutd0wn,lengmo,我们是很重要的一部分
2020-10-20 01:15:50,Shutd0wn,lengmo,不好说靠我们，低调
2020-10-20 01:22:50,lengmo,Shutd0wn,昨天搞多了
2020-10-20 01:23:01,lengmo,Shutd0wn,太惨烈了
2020-10-20 01:27:18,Shutd0wn,lengmo,[Scowl]
2020-10-20 02:44:11,lengmo,Shutd0wn,
2020-10-20 02:44:21,lengmo,Shutd0wn,两盒不一样大啊
2020-10-20 02:44:30,lengmo,Shutd0wn,这个是几份的
2020-10-20 03:01:42,Shutd0wn,lengmo,你拆了看看
2020-10-20 03:01:48,Shutd0wn,lengmo,一共四分
2020-10-20 03:02:23,lengmo,Shutd0wn,都在我这里啊/。
2020-10-20 03:02:55,Shutd0wn,lengmo,小亮是不是拿走了
2020-10-20 03:03:36,lengmo,Shutd0wn,只有三份
2020-10-20 03:03:52,Shutd0wn,lengmo,
2020-10-20 03:31:45,lengmo,Shutd0wn,
2020-10-20 03:33:12,lengmo,Shutd0wn,就是岗位津贴
2020-10-20 03:33:31,lengmo,Shutd0wn,不然确实没啥动力和优越感  升不升意义不大
2020-10-20 03:33:54,lengmo,Shutd0wn,就是变向将本来要加薪的部分，调整一部分出来作为岗位津贴
2020-10-20 03:37:21,Shutd0wn,lengmo,嗯
2020-10-20 03:38:00,lengmo,Shutd0wn,我觉得出差补贴调整和岗位津贴
2020-10-20 03:38:11,lengmo,Shutd0wn,我让HR 出个方案
2020-10-20 09:58:23,Shutd0wn,lengmo,加薪本来也会考虑的，1月
2020-10-20 09:58:35,Shutd0wn,lengmo,你说的也要调整
2020-10-20 09:58:41,Shutd0wn,lengmo,体现级别
2020-10-20 10:02:48,lengmo,Shutd0wn,嗯
2020-10-22 01:02:24,lengmo,Shutd0wn,76 栋那边二组和三组已经坐满了
2020-10-22 01:03:42,lengmo,Shutd0wn,三组还有2个人坐到其他地方了，说交流起来上下楼跑太费劲了，行政建议将一楼吧台那边改成工位，二楼会议室那边也改成工位，这样估计可以加10几个位置
2020-10-22 01:04:26,Shutd0wn,lengmo,好的
2020-10-22 01:04:37,lengmo,Shutd0wn,你看呢
2020-10-22 01:04:56,lengmo,Shutd0wn,郑嵩觉得吃饭可以到楼下去吃
2020-10-22 01:04:59,Shutd0wn,lengmo,
2020-10-22 01:05:07,lengmo,Shutd0wn,还是大家坐一起比较方便
2020-10-22 01:05:19,Shutd0wn,lengmo,
2020-10-22 01:05:32,Shutd0wn,lengmo,
2020-10-22 01:06:08,lengmo,Shutd0wn,这个事情是已经订好了么？
2020-10-22 01:06:21,Shutd0wn,lengmo,90%
2020-10-22 01:06:49,Shutd0wn,lengmo,
2020-10-22 01:07:30,lengmo,Shutd0wn,还有个就是研究的话，我们自己那部分研究的人一起搬么？还是留在76？渗透那边也是一样，一组队带的人跟着搬？不跟着的话，交流不方便，跟着的话，感觉也不好
2020-10-22 01:08:12,lengmo,Shutd0wn,这样就是不方便
2020-10-22 01:09:00,Shutd0wn,lengmo,
2020-10-22 01:09:02,lengmo,Shutd0wn,肖和王建硕带的人不跟着走，他们没法带，交流起来还要跑过去，没有在一起方便
2020-10-22 01:09:07,Shutd0wn,lengmo,
2020-10-22 01:09:45,lengmo,Shutd0wn,嗯
2020-10-22 01:09:54,lengmo,Shutd0wn,77栋
2020-10-22 01:10:00,lengmo,Shutd0wn,那个大
2020-10-22 01:10:14,Shutd0wn,lengmo,
2020-10-22 01:10:57,lengmo,Shutd0wn,嗯
2020-10-22 01:11:06,lengmo,Shutd0wn,我先让打听打听
2020-10-22 01:12:58,Shutd0wn,lengmo,
2020-10-22 01:21:14,lengmo,Shutd0wn,他们又没人带
2020-10-22 01:21:20,lengmo,Shutd0wn,萝卜不知道得不得行
2020-10-22 01:46:55,lengmo,Shutd0wn,75栋月底到期[Facepalm]
2020-10-22 01:46:57,lengmo,Shutd0wn,尴尬
2020-10-22 01:53:41,Shutd0wn,lengmo,命中注定？
2020-10-22 01:55:21,lengmo,Shutd0wn,月底到期啊，我们不可能月底就租吧
2020-10-22 02:09:19,Shutd0wn,lengmo,
2020-10-22 02:09:39,Shutd0wn,lengmo,是物业出租？
2020-10-22 02:10:13,lengmo,Shutd0wn,
2020-10-22 02:10:18,lengmo,Shutd0wn,嗯
2020-10-23 13:48:00,Shutd0wn,lengmo,有个事，听说1组和研究那边这个月工资迟了很久
2020-10-23 13:48:45,Shutd0wn,lengmo,这个事有问题的，小伙子们都是靠工资吃饭，而且定时发工资也是公司的制度政策，所以必须得统一时间发
2020-10-23 13:49:18,Shutd0wn,lengmo,你以这个理由和曹锐沟通，这些统一制度必须遵守，这是底线了
2020-10-23 13:49:44,lengmo,Shutd0wn,不知道啊，为啥延迟了？
2020-10-23 13:49:51,Shutd0wn,lengmo,不伤心呗
2020-10-23 13:49:58,Shutd0wn,lengmo,又不是自己拿钱
2020-10-23 13:49:59,lengmo,Shutd0wn,不伤心？
2020-10-23 13:50:01,Shutd0wn,lengmo,没责任心
2020-10-23 13:50:02,lengmo,Shutd0wn,哦哦
2020-10-23 13:50:03,Shutd0wn,lengmo,不上心
2020-10-23 13:50:11,lengmo,Shutd0wn,我周一问问
2020-10-23 13:50:18,Shutd0wn,lengmo,这是原则问题
2020-10-23 13:50:26,lengmo,Shutd0wn,嗯
2020-10-23 13:50:28,lengmo,Shutd0wn,是的
2020-10-23 13:51:12,Shutd0wn,lengmo,以前偶尔因为审批延迟几天，还找公司协商垫一下，现在都不管了，直接拖着
2020-10-23 13:51:38,Shutd0wn,lengmo,有一次以后肯定会经常有的，对小伙子们是很大的困扰， 得刹住
2020-10-23 13:55:26,lengmo,Shutd0wn,这个估计你要和辉哥提下
2020-10-23 13:55:35,lengmo,Shutd0wn,我们和曹瑞提，他咋鸟我们
2020-10-23 13:55:50,Shutd0wn,lengmo,你从公司运营角度和曹锐说，这是制度，要遵守
2020-10-23 13:55:54,Shutd0wn,lengmo,看他说法
2020-10-23 13:56:08,Shutd0wn,lengmo,如果不遵守就直接滚蛋
2020-10-23 13:57:56,Shutd0wn,lengmo,辉哥那都不需要说的，他肯定赞同准时准点发饷，这是基本的
2020-10-23 14:00:46,Shutd0wn,lengmo,
2020-10-23 14:00:47,lengmo,Shutd0wn,
2020-10-23 14:01:36,Shutd0wn,lengmo,挺好的
2020-10-23 14:01:41,Shutd0wn,lengmo,美滋滋
2020-10-23 14:01:43,lengmo,Shutd0wn,无锡支队长很开心
2020-10-23 14:02:00,lengmo,Shutd0wn,就是太尴尬了
2020-10-23 14:02:07,lengmo,Shutd0wn,妈蛋
2020-10-23 14:02:14,lengmo,Shutd0wn,前六名都是江苏的队伍
2020-10-23 14:02:30,Shutd0wn,lengmo,[Sweat]
2020-10-23 14:02:32,Shutd0wn,lengmo,这
2020-10-23 14:02:46,lengmo,Shutd0wn,我实在看不下去，让黄乐指点指点四川省厅的队伍，他们搞了个第七
2020-10-23 14:02:49,Shutd0wn,lengmo,说明童老板牛逼闪闪啊
2020-10-23 14:02:59,lengmo,Shutd0wn,毕竟他们副总队长要来颁奖
2020-10-23 14:03:08,lengmo,Shutd0wn,这次还是很成功
2020-10-23 14:03:25,lengmo,Shutd0wn,四川省厅副总队长和成都的副支队长都来颁奖了
2020-10-23 14:03:43,lengmo,Shutd0wn,都说和我们联合办的培训
2020-10-23 14:04:07,Shutd0wn,lengmo,哈哈
2020-10-23 14:04:11,Shutd0wn,lengmo,去年还没这么说
2020-10-23 14:04:22,lengmo,Shutd0wn,毕竟人多
2020-10-23 14:04:32,lengmo,Shutd0wn,影响力还是有的
2020-10-23 14:05:01,lengmo,Shutd0wn,然后他们副总队长就说今年四川全省培训放我们这里
2020-10-23 14:05:16,lengmo,Shutd0wn,计划11月底和12月初来
2020-10-23 14:05:19,lengmo,Shutd0wn,尴尬
2020-10-23 14:13:59,lengmo,Shutd0wn,何春林给我那条朋友圈点了个赞
2020-10-23 14:24:36,lengmo,Shutd0wn,
2020-10-23 14:29:13,Shutd0wn,lengmo,老刘也说他有份，算谁的啊
